HOUSEID,HHFAMINC,HHSIZE,HHVEHCNT,URBRUR,MSASIZE,TRAVDAY,TRPMILES,VEHAGE,VEHOWNED,VEHFUEL,DRIVINGOCCUPATION,LIF_CYC,LAST30_PT,LAST30_BIKE,LAST30_ESCT,LAST30_RDSHR,LAST30_TAXI,LAST30_WALK,BIKETRANSIT,DRIVER,TRPTRANS,CONDNONE,CONDTRAV,COV1_PT,COV2_PT
9000013002,11,4,2,1,5,1,3.902423866,7,1,1,-1,4,2,2,2,2,2,1,-1,1,3,-1,-1,3,1
9000013002,11,4,2,1,5,1,17.0770665,7,1,1,-1,4,2,2,2,2,2,1,-1,1,3,-1,-1,3,1
9000013002,11,4,2,1,5,1,4.748290864,7,1,1,-1,4,2,2,2,2,2,1,-1,1,3,-1,-1,3,1
9000013002,11,4,2,1,5,1,14.09881914,7,1,1,-1,4,2,2,2,2,2,1,-1,1,3,-1,-1,3,1
9000013016,7,2,1,1,3,4,0.911746426,11,1,1,1,2,2,2,2,2,2,1,-1,1,1,2,1,3,3
9000013016,7,2,1,1,3,4,4.59850839,11,1,1,1,2,2,2,2,2,2,1,-1,1,1,2,1,3,3
9000013016,7,2,1,1,3,4,5.423244251,11,1,1,1,2,2,2,2,2,2,1,-1,1,1,2,1,3,3
9000013039,7,4,1,1,4,5,0.635177129,7,1,1,2,6,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000013042,11,3,2,1,5,6,10.538844,5,1,1,2,4,1,2,2,2,2,1,-1,1,3,-1,-1,3,2
9000013042,11,3,2,1,5,6,12.53635799,5,1,1,2,4,1,2,2,2,2,1,-1,1,3,-1,-1,3,2
9000013043,6,1,1,1,5,3,2,8,1,1,-1,9,2,2,2,1,2,1,-1,1,20,-1,-1,2,-1
9000013044,7,2,2,1,5,6,0.389683033,13,1,1,2,2,2,2,2,1,2,1,-1,1,20,-1,-1,2,-1
9000013045,6,2,1,1,5,2,6.073958981,11,1,1,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,3,3
9000013045,6,2,1,1,5,2,4.322560597,11,1,1,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,3,3
9000013045,6,2,1,1,5,2,2.137973897,11,1,1,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,3,3
9000013045,6,2,1,1,5,2,3.706028589,11,1,1,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,3,3
9000013068,10,5,2,2,4,1,95.20882536,1,2,1,1,4,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013068,10,5,2,2,4,1,94.26724674,1,2,1,1,4,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013081,6,2,3,2,3,5,9.311995028,1,1,1,-1,10,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013081,6,2,3,2,3,5,2.480422623,1,1,1,-1,10,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013081,6,2,3,2,3,5,8.615288999,1,1,1,-1,10,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013081,6,2,3,2,3,5,4.317588564,1,1,1,-1,10,2,2,2,2,2,2,-1,1,4,-1,-1,4,-1
9000013081,6,2,3,2,3,5,4.364201367,1,1,1,-1,10,2,2,2,2,2,2,-1,1,4,-1,-1,4,-1
9000013086,6,2,2,1,4,1,0,8,1,1,-1,10,2,2,2,2,2,2,-1,1,20,-1,-1,4,-1
9000013099,11,2,2,1,4,4,3.704164077,2,1,5,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,3,3
9000013099,11,2,2,1,4,4,3.013051585,2,1,5,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,3,3
9000013122,11,3,2,2,3,7,0.921690491,3,2,1,1,10,2,2,2,2,2,1,-1,1,20,-1,-1,3,1
9000013122,11,3,2,2,3,7,1,3,2,1,1,10,2,2,2,2,2,1,-1,1,20,-1,-1,3,1
9000013145,6,1,1,1,4,7,16.89620883,6,1,1,2,1,2,2,2,2,2,1,-1,1,1,-1,-1,3,3
9000013145,6,1,1,1,4,7,2.77688005,6,1,1,2,1,2,2,2,2,2,1,-1,1,1,-1,-1,3,3
9000013145,6,1,1,1,4,7,17.31075202,6,1,1,2,1,2,2,2,2,2,1,-1,1,1,-1,-1,3,3
9000013158,5,2,2,2,4,4,8.4922312,6,1,1,-1,10,2,2,2,2,2,2,-1,1,3,2,1,4,-1
9000013158,5,2,2,2,4,4,8.447482909,6,1,1,-1,10,2,2,2,2,2,2,-1,1,3,2,1,4,-1
9000013158,5,2,2,2,4,4,6.179614667,6,1,1,-1,10,2,2,2,2,2,2,-1,1,3,2,1,4,-1
9000013158,5,2,2,2,4,4,0.295214419,6,1,1,-1,10,2,2,2,2,2,2,-1,1,3,2,1,4,-1
9000013158,5,2,2,2,4,4,6.28775637,6,1,1,-1,10,2,2,2,2,2,2,-1,1,3,2,1,4,-1
9000013164,5,8,1,1,1,3,4.044126787,12,2,1,-1,2,1,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013164,5,8,1,1,1,3,3.008079553,12,2,1,-1,2,1,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013164,5,8,1,1,1,3,0.880671224,12,2,1,-1,2,1,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013164,5,8,1,1,1,3,4.0615289,12,2,1,-1,2,1,2,2,2,2,1,-1,2,1,-1,-1,2,-1
9000013167,8,4,2,1,5,2,0.807955252,2,1,1,-1,4,2,2,2,2,2,2,-1,1,4,2,1,4,-1
9000013167,8,4,2,1,5,2,0.808576756,2,1,1,-1,4,2,2,2,2,2,2,-1,1,20,2,1,4,-1
9000013167,8,4,2,1,5,2,5.173399627,2,1,1,-1,4,2,2,2,2,2,2,-1,1,3,2,1,4,-1
9000013167,8,4,2,1,5,2,4.746426352,2,1,1,-1,4,2,2,2,2,2,2,-1,1,3,2,1,4,-1
9000013183,7,6,2,1,3,5,2.298943443,9,1,1,2,6,2,1,2,2,2,1,10,1,3,-1,-1,4,-1
9000013183,7,6,2,1,3,5,1.540087011,9,1,1,2,6,2,1,2,2,2,1,10,1,2,-1,-1,4,-1
9000013183,7,6,2,1,3,5,2.147296457,9,1,1,2,6,2,1,2,2,2,1,10,1,2,-1,-1,4,-1
9000013183,7,6,2,1,3,5,2.131137352,9,1,1,2,6,2,1,2,2,2,1,10,1,2,-1,-1,4,-1
9000013183,7,6,2,1,3,5,1.351771287,9,1,1,2,6,2,1,2,2,2,1,10,-1,20,-1,-1,4,-1
9000013183,7,6,2,1,3,5,1.403356122,9,1,1,2,6,2,1,2,2,2,1,10,-1,18,-1,-1,4,-1
9000013237,11,2,2,2,1,7,2.62150404,10,1,1,2,2,1,2,2,2,1,1,-1,1,3,-1,-1,3,2
9000013237,11,2,2,2,1,7,2.628340584,10,1,1,2,2,1,2,2,2,1,1,-1,1,3,-1,-1,3,2
9000013237,11,2,2,2,1,7,40.82722188,10,1,1,2,2,1,2,2,2,1,1,-1,1,1,-1,-1,3,2
9000013237,11,2,2,2,1,7,40.90863891,10,1,1,2,2,1,2,2,2,1,1,-1,1,1,-1,-1,3,2
9000013246,11,1,1,1,1,5,9.259788689,5,1,1,2,1,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013246,11,1,1,1,1,5,10.47172157,5,1,1,2,1,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013246,11,1,1,1,1,5,0.881292728,5,1,1,2,1,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013246,11,1,1,1,1,5,0.746426352,5,1,1,2,1,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013246,11,1,1,1,1,5,3.745183344,5,1,1,2,1,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013246,11,1,1,1,1,5,4.295214419,5,1,1,2,1,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013246,11,1,1,1,1,5,9.254816656,5,1,1,2,1,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013255,7,2,2,1,1,1,24.01056557,17,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013255,7,2,2,1,1,1,23.30640149,17,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013268,6,4,2,1,1,1,6.602858919,16,1,1,2,6,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000013268,6,4,2,1,1,1,6.620261032,16,1,1,2,6,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000013268,6,4,2,1,1,1,0.868862648,16,1,1,2,6,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000013268,6,4,2,1,1,1,22.11995028,16,1,1,2,6,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000013268,6,4,2,1,1,1,11.68303294,16,1,1,2,6,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000013268,6,4,2,1,1,1,1.937228092,16,1,1,2,6,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000013268,6,4,2,1,1,1,1.891858297,16,1,1,2,6,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000013284,11,3,3,1,6,6,3.116221255,4,1,1,2,2,2,2,2,2,2,1,-1,1,4,-1,-1,2,-1
9000013284,11,3,3,1,6,6,3.073958981,4,1,1,2,2,2,2,2,2,2,1,-1,1,4,-1,-1,2,-1
9000013284,11,3,3,1,6,6,3.081417029,4,1,1,2,2,2,2,2,2,2,1,-1,1,2,-1,-1,2,-1
9000013284,11,3,3,1,6,6,2.986948415,4,1,1,2,2,2,2,2,2,2,1,-1,1,2,-1,-1,2,-1
9000013287,7,2,2,2,6,3,185.7750155,9,1,1,-1,10,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000013287,7,2,2,2,6,3,1.27532629,9,1,1,-1,10,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000013287,7,2,2,2,6,3,3.607830951,9,1,1,-1,10,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000013293,6,2,2,2,1,1,1.687383468,7,1,1,2,10,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013293,6,2,2,2,1,1,17.12430081,7,1,1,2,10,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013293,6,2,2,2,1,1,11.88315724,7,1,1,2,10,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013293,6,2,2,2,1,1,21.97078931,7,1,1,2,10,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013313,2,1,1,1,4,6,1.535736482,9,1,6,-1,9,2,2,2,2,2,1,-1,1,1,-1,-1,3,1
9000013356,7,2,2,1,5,1,0.819763828,9,1,1,-1,10,2,2,2,2,2,1,-1,1,1,-1,-1,3,1
9000013356,7,2,2,1,5,1,0.733996271,9,1,1,-1,10,2,2,2,2,2,1,-1,1,1,-1,-1,3,1
9000013356,7,2,2,1,5,1,2.079552517,9,1,1,-1,10,2,2,2,2,2,1,-1,1,1,-1,-1,3,1
9000013356,7,2,2,1,5,1,2.102548167,9,1,1,-1,10,2,2,2,2,2,1,-1,1,1,-1,-1,3,1
9000013360,9,4,4,1,5,6,18.08763207,4,1,1,1,8,2,2,2,2,2,2,-1,1,4,-1,-1,4,-1
9000013360,9,4,4,1,5,6,17.04226227,4,1,1,1,8,2,2,2,2,2,2,-1,1,4,-1,-1,4,-1
9000013360,9,4,4,1,5,6,20.54319453,4,1,1,1,8,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013360,9,4,4,1,5,6,20.5842138,4,1,1,1,8,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013360,9,4,4,1,5,6,2.072715973,4,1,1,1,8,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013362,9,4,2,1,4,4,10.09322561,5,1,1,2,4,2,2,2,2,2,2,-1,1,3,-1,-1,3,2
9000013362,9,4,2,1,4,4,8.164077067,5,1,1,2,4,2,2,2,2,2,2,-1,1,4,-1,-1,3,2
9000013362,9,4,2,1,4,4,2.440646364,5,1,1,2,4,2,2,2,2,2,2,-1,1,4,-1,-1,3,2
9000013362,9,4,2,1,4,4,10.18272219,5,1,1,2,4,2,2,2,2,2,2,-1,1,4,-1,-1,3,2
9000013366,10,3,3,1,5,6,7.781230578,3,1,1,2,10,1,1,2,1,2,1,20,1,1,-1,-1,3,1
9000013366,10,3,3,1,5,6,8.628962088,3,1,1,2,10,1,1,2,1,2,1,20,1,1,-1,-1,3,1
9000013366,10,3,3,1,5,6,3.512740833,3,1,1,2,10,1,1,2,1,2,1,20,1,1,-1,-1,3,1
9000013366,10,3,3,1,5,6,0.09695463,3,1,1,2,10,1,1,2,1,2,1,20,1,20,-1,-1,3,1
9000013366,10,3,3,1,5,6,6.653200746,3,1,1,2,10,1,1,2,1,2,1,20,1,1,-1,-1,3,1
9000013366,10,3,3,1,5,6,6.661280298,3,1,1,2,10,1,1,2,1,2,1,20,1,1,-1,-1,3,1
9000013380,11,3,2,1,4,4,27.42137974,2,1,1,2,10,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013380,11,3,2,1,4,4,27.98632691,2,1,1,2,10,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013380,11,3,2,1,4,4,30.89931635,2,1,1,2,10,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013398,6,2,2,1,4,5,2.609695463,3,1,1,-1,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013398,6,2,2,1,4,5,2.814170292,3,1,1,-1,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013398,6,2,2,1,4,5,10.81354879,3,1,1,-1,2,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013398,6,2,2,1,4,5,10.63331262,3,1,1,-1,2,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013411,7,1,1,1,5,5,16.89372281,5,1,1,2,1,1,2,2,2,2,1,-1,1,1,-1,-1,3,2
9000013411,7,1,1,1,5,5,16.39714108,5,1,1,2,1,1,2,2,2,2,1,-1,1,1,-1,-1,3,2
9000013509,3,3,2,2,3,3,5.620261032,22,1,1,-1,8,2,2,2,2,2,2,-1,1,1,1,2,3,3
9000013509,3,3,2,2,3,3,5.607209447,22,1,1,-1,8,2,2,2,2,2,2,-1,1,1,1,2,3,3
9000013509,3,3,2,2,3,3,5.550652579,22,1,1,-1,8,2,2,2,2,2,2,-1,1,1,1,2,3,3
9000013509,3,3,2,2,3,3,5.22622747,22,1,1,-1,8,2,2,2,2,2,2,-1,1,1,1,2,3,3
9000013519,7,2,2,1,5,3,4.130515848,3,1,1,2,10,1,1,2,2,2,1,2,1,1,-1,-1,3,1
9000013519,7,2,2,1,5,3,3.2461156,3,1,1,2,10,1,1,2,2,2,1,2,1,1,-1,-1,3,1
9000013525,7,2,2,1,5,2,2.702921069,2,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013525,7,2,2,1,5,2,2.709757613,2,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013533,5,2,2,1,2,6,1.182100684,22,1,1,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013533,5,2,2,1,2,6,1.137973897,22,1,1,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013537,6,3,2,1,5,2,5,9,1,6,2,10,1,1,2,2,2,1,15,1,18,-1,-1,3,3
9000013541,11,1,1,1,5,4,9.574269733,5,1,1,2,1,1,2,2,1,1,1,-1,1,3,-1,-1,3,1
9000013541,11,1,1,1,5,4,9.338719702,5,1,1,2,1,1,2,2,1,1,1,-1,1,3,-1,-1,3,1
9000013572,10,3,1,1,2,5,8.264139217,6,1,1,2,5,1,1,2,1,2,1,10,1,3,-1,-1,3,3
9000013572,10,3,1,1,2,5,7.979490367,6,1,1,2,5,1,1,2,1,2,1,10,1,3,-1,-1,3,3
9000013589,9,2,2,1,5,3,1.927284027,13,1,6,-1,10,1,2,2,2,2,1,-1,1,20,-1,-1,3,1
9000013589,9,2,2,1,5,3,1.969546302,13,1,6,-1,10,1,2,2,2,2,1,-1,1,20,-1,-1,3,1
9000013589,9,2,2,1,5,3,2.022995649,13,1,6,-1,10,1,2,2,2,2,1,-1,1,3,-1,-1,3,1
9000013589,9,2,2,1,5,3,1.111249223,13,1,6,-1,10,1,2,2,2,2,1,-1,1,3,-1,-1,3,1
9000013589,9,2,2,1,5,3,2.766314481,13,1,6,-1,10,1,2,2,2,2,1,-1,1,3,-1,-1,3,1
9000013589,9,2,2,1,5,3,1.986948415,13,1,6,-1,10,1,2,2,2,2,1,-1,1,3,-1,-1,3,1
9000013594,10,2,3,1,3,5,5.008701057,7,1,1,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013594,10,2,3,1,3,5,5.174642635,7,1,1,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013594,10,2,3,1,3,5,1.514605345,7,1,1,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013594,10,2,3,1,3,5,2.051584835,7,1,1,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013594,10,2,3,1,3,5,0.803604723,7,1,1,2,2,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013613,6,1,1,1,5,2,36.73958981,16,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,3,1
9000013613,6,1,1,1,5,2,35.97078931,16,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,3,1
9000013626,10,2,2,1,5,1,3.146674953,4,1,4,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,3,1
9000013626,10,2,2,1,5,1,6.980111871,4,1,4,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,3,1
9000013626,10,2,2,1,5,1,2.887507769,4,1,4,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,3,1
9000013626,10,2,2,1,5,1,57.21131137,4,1,4,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,3,1
9000013626,10,2,2,1,5,1,57.94033561,4,1,4,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,3,1
9000013657,6,2,2,1,4,2,14.3225606,7,1,1,1,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013657,6,2,2,1,4,2,4.236793039,7,1,1,1,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013657,6,2,2,1,4,2,4.081417029,7,1,1,1,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013657,6,2,2,1,4,2,1.197638285,7,1,1,1,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013657,6,2,2,1,4,2,1.315724052,7,1,1,1,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013657,6,2,2,1,4,2,14.69857054,7,1,1,1,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013657,6,2,2,1,4,2,4.111870727,7,1,1,1,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013657,6,2,2,1,4,2,10.69732753,7,1,1,1,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013657,6,2,2,1,4,2,11.32628962,7,1,1,1,2,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013670,7,2,2,1,5,1,35.83405842,20,1,1,-1,10,2,1,2,1,2,1,10,1,3,-1,-1,3,3
9000013670,7,2,2,1,5,1,36.69919204,20,1,1,-1,10,2,1,2,1,2,1,10,1,3,-1,-1,3,3
9000013704,4,2,2,1,1,4,3.753262896,1,2,1,-1,10,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013704,4,2,2,1,1,4,0.272840273,1,2,1,-1,10,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013704,4,2,2,1,1,4,3.619639528,1,2,1,-1,10,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013704,4,2,2,1,1,4,3.198259789,1,2,1,-1,10,2,2,2,2,2,2,-1,1,4,-1,-1,4,-1
9000013707,6,1,1,1,5,2,-9,7,1,1,2,1,2,2,2,2,2,2,-1,1,20,-1,-1,2,-1
9000013707,6,1,1,1,5,2,4.004350528,7,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,2,-1
9000013707,6,1,1,1,5,2,0.059664388,7,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,2,-1
9000013707,6,1,1,1,5,2,1.066500932,7,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,2,-1
9000013707,6,1,1,1,5,2,4.970167806,7,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,2,-1
9000013761,4,1,1,1,4,2,6.080174021,3,1,1,-1,9,2,2,2,2,2,2,-1,1,1,1,2,2,-1
9000013761,4,1,1,1,4,2,6.111249223,3,1,1,-1,9,2,2,2,2,2,2,-1,1,1,1,2,2,-1
9000013772,3,2,2,2,1,2,25.10627719,17,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013772,3,2,2,2,1,2,24.99813549,17,1,1,-1,10,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013812,10,4,4,1,5,2,32.38222498,2,1,1,2,10,2,2,2,2,2,1,-1,1,4,-1,-1,4,-1
9000013812,10,4,4,1,5,2,32.02361715,2,1,1,2,10,2,2,2,2,2,1,-1,1,4,-1,-1,4,-1
9000013812,10,4,4,1,5,2,3.029832194,2,1,1,2,10,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000013812,10,4,4,1,5,2,3.031075202,2,1,1,2,10,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000013821,7,3,6,1,5,5,0.716594158,40,1,1,2,10,2,2,2,2,2,2,-1,1,1,-1,-1,3,1
9000013821,7,3,6,1,5,5,0.990055935,40,1,1,2,10,2,2,2,2,2,2,-1,1,1,-1,-1,3,1
9000013826,11,2,2,1,1,5,0.830329397,7,1,1,2,2,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013826,11,2,2,1,1,5,0.391547545,7,1,1,2,2,2,2,2,2,2,2,-1,1,3,-1,-1,4,-1
9000013828,6,3,2,1,5,2,2.25543816,28,1,1,2,2,1,2,2,1,1,1,-1,2,1,2,2,3,2
9000013828,6,3,2,1,5,2,0.727781231,28,1,1,2,2,1,2,2,1,1,1,-1,2,20,2,2,3,2
9000013828,6,3,2,1,5,2,2.008701057,28,1,1,2,2,1,2,2,1,1,1,-1,2,8,2,2,3,2
9000013828,6,3,2,1,5,2,1.817899316,28,1,1,2,2,1,2,2,1,1,1,-1,1,16,2,2,3,2
9000013828,6,3,2,1,5,2,2.645121193,28,1,1,2,2,1,2,2,1,1,1,-1,1,1,2,2,3,2
9000013828,6,3,2,1,5,2,1.46923555,28,1,1,2,2,1,2,2,1,1,1,-1,1,1,2,2,3,2
9000013847,8,2,1,1,3,6,2.831572405,10,1,1,1,5,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013847,8,2,1,1,3,6,33.52019888,10,1,1,1,5,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013847,8,2,1,1,3,6,31.66873835,10,1,1,1,5,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013847,8,2,1,1,3,6,3.051584835,10,1,1,1,5,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013854,3,1,1,1,1,3,7.542573027,15,1,1,-1,9,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013854,3,1,1,1,1,3,7.62461156,15,1,1,-1,9,2,2,2,2,2,1,-1,1,1,-1,-1,2,-1
9000013889,11,5,2,1,5,4,2.594157862,13,1,1,2,6,1,2,2,2,2,1,-1,1,2,-1,-1,3,2
9000013889,11,5,2,1,5,4,2.160969546,13,1,1,2,6,1,2,2,2,2,1,-1,1,2,-1,-1,3,2
9000013889,11,5,2,1,5,4,1.148539466,13,1,1,2,6,1,2,2,2,2,1,-1,1,3,-1,-1,3,2
9000013889,11,5,2,1,5,4,1.366065879,13,1,1,2,6,1,2,2,2,2,1,-1,1,3,-1,-1,3,2
9000013889,11,5,2,1,5,4,19.29086389,13,1,1,2,6,1,2,2,2,2,1,-1,2,9,-1,-1,3,2
9000013889,11,5,2,1,5,4,19.22436296,13,1,1,2,6,1,2,2,2,2,1,-1,2,9,-1,-1,3,2
9000013889,11,5,2,1,5,4,1.799875699,13,1,1,2,6,1,2,2,2,2,1,-1,-1,3,-1,-1,3,2
9000013889,11,5,2,1,5,4,1.807333748,13,1,1,2,6,1,2,2,2,2,1,-1,-1,9,-1,-1,3,2
9000013896,11,4,3,2,5,2,13.45991299,1,1,6,2,4,2,2,2,2,2,1,-1,1,3,-1,-1,2,-1
9000013896,11,4,3,2,5,2,12.69670603,1,1,6,2,4,2,2,2,2,2,1,-1,1,3,-1,-1,2,-1
9000013896,11,4,3,2,5,2,10.67246737,1,1,6,2,4,2,2,2,2,2,1,-1,2,9,-1,-1,2,-1
9000013896,11,4,3,2,5,2,10.93039155,1,1,6,2,4,2,2,2,2,2,1,-1,2,9,-1,-1,2,-1
9000013899,2,1,1,1,3,4,11.42945929,6,1,1,-1,1,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000013899,2,1,1,1,3,4,11.61715351,6,1,1,-1,1,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000013899,2,1,1,1,3,4,6.484773151,6,1,1,-1,1,2,2,2,2,2,1,-1,1,3,-1,-1,4,-1
9000013901,6,3,1,1,5,4,0.513983841,1,1,1,-1,10,1,2,2,2,2,1,-1,2,20,-1,-1,3,3
9000013901,6,3,1,1,5,4,0.53076445,1,1,1,-1,10,1,2,2,2,2,1,-1,2,20,-1,-1,3,3
9000013922,6,1,1,2,6,5,18.41765071,6,1,1,-1,9,2,2,2,2,2,2,-1,1,1,-1,-1,3,1
9000013936,6,1,2,2,1,2,3.122436296,6,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013936,6,1,2,2,1,2,46.23430702,6,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013936,6,1,2,2,1,2,42.62274705,6,1,1,2,1,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013953,4,2,1,1,6,3,8.019266625,12,1,1,1,5,2,2,2,2,2,2,-1,1,1,-1,-1,4,-1
9000013953,4,2,1,1,6,3,8.041640771,12,1,1,1,5,2,2,2,2,2,2,-1,-1,1,-1,-1,4,-1
9000013982,7,2,2,1,1,1,2.080795525,17,2,1,1,3,2,2,2,2,2,2,-1,1,4,-1,-1,4,-1
9000013986,3,5,2,1,1,1,0.825357365,3,2,1,2,4,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000013986,3,5,2,1,1,1,1.075201989,3,2,1,2,4,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000013986,3,5,2,1,1,1,0.685518956,3,2,1,2,4,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000013987,6,2,2,2,1,3,6.649471722,1,2,2,-1,10,2,2,2,2,2,2,-1,1,4,-1,-1,4,-1
9000014017,3,3,1,2,1,4,0.415786203,15,1,1,1,6,2,2,2,2,2,1,-1,-1,1,-1,-1,2,-1
9000014037,5,2,2,2,6,7,27.10938471,9,1,1,2,7,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000014037,5,2,2,2,6,7,26.58297079,9,1,1,2,7,2,2,2,2,2,1,-1,1,1,-1,-1,4,-1
9000014037,5,2,2,2,6,7,5.011808577,9,1,1,2,7,2,2,2,2,2,1,-1,2,1,-1,-1,4,-1
9000014037,5,2,2,2,6,7,37.38036047,9,1,1,2,7,2,2,2,2,2,1,-1,2,9,-1,-1,4,-1
